FlightId: 1, Airline: British Airways, DepartureLocation: Tokyo, ArrivalLocation: Rome, DepartureTime: 2025-02-26 20:37:48.958319, ArrivalTime: 2025-02-27 02:37:48.958319, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 10, Price: 1840.98, IsBooked: False), (TicketId: 11, Price: 1133.25, IsBooked: False), (TicketId: 12, Price: 749.87, IsBooked: False), (TicketId: 13, Price: 901.66, IsBooked: False)]
FlightId: 59, Airline: Singapore Airlines, DepartureLocation: London, ArrivalLocation: Paris, DepartureTime: 2025-02-24 19:37:48.960241, ArrivalTime: 2025-02-25 09:37:48.960241, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 590, Price: 1685.75, IsBooked: False), (TicketId: 591, Price: 1927.68, IsBooked: True), (TicketId: 592, Price: 528.02, IsBooked: True)]
FlightId: 60, Airline: Emirates, DepartureLocation: New York, ArrivalLocation: Tokyo, DepartureTime: 2025-02-25 05:37:48.960269, ArrivalTime: 2025-02-25 08:37:48.960269, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 600, Price: 595.6, IsBooked: True), (TicketId: 601, Price: 1615.05, IsBooked: False), (TicketId: 602, Price: 847.59, IsBooked: False)]
FlightId: 61, Airline: KLM, DepartureLocation: Rome, ArrivalLocation: Tokyo, DepartureTime: 2025-02-13 22:37:48.960301, ArrivalTime: 2025-02-14 04:37:48.960301, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 610, Price: 1035.67, IsBooked: False), (TicketId: 611, Price: 164.75, IsBooked: False)]
FlightId: 62, Airline: EgyptAir, DepartureLocation: New York, ArrivalLocation: Paris, DepartureTime: 2025-03-03 04:37:48.960320, ArrivalTime: 2025-03-03 12:37:48.960320, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 620, Price: 102.73, IsBooked: True), (TicketId: 621, Price: 391.55, IsBooked: False), (TicketId: 622, Price: 1676.83, IsBooked: False), (TicketId: 623, Price: 1944.45, IsBooked: True), (TicketId: 624, Price: 289.48, IsBooked: True)]
FlightId: 63, Airline: Qatar Airways, DepartureLocation: Rome, ArrivalLocation: Tokyo, DepartureTime: 2025-02-25 21:37:48.960347, ArrivalTime: 2025-02-25 23:37:48.960347, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 630, Price: 1836.43, IsBooked: True), (TicketId: 631, Price: 1486.38, IsBooked: True), (TicketId: 632, Price: 474.75, IsBooked: False)]
FlightId: 64, Airline: British Airways, DepartureLocation: Rome, ArrivalLocation: Cairo, DepartureTime: 2025-02-19 03:37:48.960369, ArrivalTime: 2025-02-19 16:37:48.960369, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 640, Price: 1017.53, IsBooked: False), (TicketId: 641, Price: 1111.45, IsBooked: True), (TicketId: 642, Price: 493.26, IsBooked: True), (TicketId: 643, Price: 1809.17, IsBooked: False)]
FlightId: 65, Airline: Singapore Airlines, DepartureLocation: Berlin, ArrivalLocation: New York, DepartureTime: 2025-02-04 00:37:48.960403, ArrivalTime: 2025-02-04 13:37:48.960403, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 650, Price: 756.03, IsBooked: False), (TicketId: 651, Price: 1601.44, IsBooked: True), (TicketId: 652, Price: 619.89, IsBooked: False), (TicketId: 653, Price: 1247.91, IsBooked: False)]
FlightId: 66, Airline: British Airways, DepartureLocation: Berlin, ArrivalLocation: Rome, DepartureTime: 2025-02-22 05:37:48.960444, ArrivalTime: 2025-02-22 08:37:48.960444, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 660, Price: 1615.44, IsBooked: True), (TicketId: 661, Price: 328.99, IsBooked: True)]
FlightId: 67, Airline: Singapore Airlines, DepartureLocation: London, ArrivalLocation: New York, DepartureTime: 2025-02-05 01:37:48.960463, ArrivalTime: 2025-02-05 14:37:48.960463, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 670, Price: 1654.71, IsBooked: True), (TicketId: 671, Price: 1867.57, IsBooked: True), (TicketId: 672, Price: 1461.66, IsBooked: False), (TicketId: 673, Price: 1575.61, IsBooked: False), (TicketId: 674, Price: 1718.53, IsBooked: False)]
FlightId: 68, Airline: Lufthansa, DepartureLocation: London, ArrivalLocation: Istanbul, DepartureTime: 2025-02-14 20:37:48.960489, ArrivalTime: 2025-02-15 00:37:48.960489, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 680, Price: 1437.26, IsBooked: False), (TicketId: 681, Price: 1150.03, IsBooked: False), (TicketId: 682, Price: 222.07, IsBooked: False), (TicketId: 683, Price: 1603.7, IsBooked: False), (TicketId: 684, Price: 1309.07, IsBooked: False)]
FlightId: 69, Airline: Qatar Airways, DepartureLocation: Istanbul, ArrivalLocation: London, DepartureTime: 2025-03-03 22:37:48.960516, ArrivalTime: 2025-03-04 06:37:48.960516, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 690, Price: 639.13, IsBooked: True), (TicketId: 691, Price: 621.99, IsBooked: False)]
FlightId: 70, Airline: Air France, DepartureLocation: Istanbul, ArrivalLocation: Tokyo, DepartureTime: 2025-02-13 18:37:48.960535, ArrivalTime: 2025-02-14 01:37:48.960535, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 700, Price: 841.47, IsBooked: False), (TicketId: 701, Price: 1596.18, IsBooked: False), (TicketId: 702, Price: 694.16, IsBooked: True), (TicketId: 703, Price: 780.68, IsBooked: True)]
FlightId: 71, Airline: Emirates, DepartureLocation: Istanbul, ArrivalLocation: Rome, DepartureTime: 2025-02-21 23:37:48.960558, ArrivalTime: 2025-02-22 10:37:48.960558, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 710, Price: 199.1, IsBooked: False), (TicketId: 711, Price: 1538.62, IsBooked: False), (TicketId: 712, Price: 910.44, IsBooked: True), (TicketId: 713, Price: 189.36, IsBooked: False)]
FlightId: 72, Airline: Qatar Airways, DepartureLocation: London, ArrivalLocation: Istanbul, DepartureTime: 2025-03-03 04:37:48.960593, ArrivalTime: 2025-03-03 10:37:48.960593, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 720, Price: 1250.19, IsBooked: True), (TicketId: 721, Price: 658.44, IsBooked: True), (TicketId: 722, Price: 1214.52, IsBooked: False), (TicketId: 723, Price: 1303.27, IsBooked: True)]
FlightId: 73, Airline: Turkish Airlines, DepartureLocation: Rome, ArrivalLocation: Istanbul, DepartureTime: 2025-02-15 04:37:48.960616, ArrivalTime: 2025-02-15 07:37:48.960616, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 730, Price: 1963.51, IsBooked: False), (TicketId: 731, Price: 1173.95, IsBooked: False), (TicketId: 732, Price: 677.28, IsBooked: True), (TicketId: 733, Price: 1427.47, IsBooked: True)]
FlightId: 74, Airline: Qatar Airways, DepartureLocation: Tokyo, ArrivalLocation: Berlin, DepartureTime: 2025-03-04 23:37:48.960641, ArrivalTime: 2025-03-05 08:37:48.960641, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 740, Price: 1550.08, IsBooked: False), (TicketId: 741, Price: 1375.26, IsBooked: True), (TicketId: 742, Price: 1721.18, IsBooked: True)]
FlightId: 75, Airline: Singapore Airlines, DepartureLocation: Dubai, ArrivalLocation: Paris, DepartureTime: 2025-02-18 22:37:48.960662, ArrivalTime: 2025-02-19 03:37:48.960662, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 750, Price: 1642.37, IsBooked: False), (TicketId: 751, Price: 1032.7, IsBooked: True), (TicketId: 752, Price: 1506.34, IsBooked: True)]
FlightId: 76, Airline: KLM, DepartureLocation: New York, ArrivalLocation: Cairo, DepartureTime: 2025-02-18 22:37:48.960682, ArrivalTime: 2025-02-19 04:37:48.960682, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 760, Price: 1471.52, IsBooked: True), (TicketId: 761, Price: 1564.61, IsBooked: True), (TicketId: 762, Price: 954.46, IsBooked: True)]
FlightId: 77, Airline: Air France, DepartureLocation: Tokyo, ArrivalLocation: Paris, DepartureTime: 2025-02-25 22:37:48.960703, ArrivalTime: 2025-02-26 10:37:48.960703, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 770, Price: 878.46, IsBooked: True), (TicketId: 771, Price: 1662.88, IsBooked: True), (TicketId: 772, Price: 1475.59, IsBooked: True), (TicketId: 773, Price: 316.29, IsBooked: False), (TicketId: 774, Price: 1650.13, IsBooked: True)]
FlightId: 78, Airline: Qatar Airways, DepartureLocation: Cairo, ArrivalLocation: New York, DepartureTime: 2025-02-20 01:37:48.960729, ArrivalTime: 2025-02-20 16:37:48.960729, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 780, Price: 1726.24, IsBooked: False), (TicketId: 781, Price: 250.42, IsBooked: True), (TicketId: 782, Price: 1149.51, IsBooked: True), (TicketId: 783, Price: 1320.9, IsBooked: True)]
FlightId: 79, Airline: Singapore Airlines, DepartureLocation: Rome, ArrivalLocation: Dubai, DepartureTime: 2025-02-03 19:37:48.960754, ArrivalTime: 2025-02-04 10:37:48.960754, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 790, Price: 1220.3, IsBooked: True), (TicketId: 791, Price: 1573.61, IsBooked: False), (TicketId: 792, Price: 936.1, IsBooked: True), (TicketId: 793, Price: 1181.67, IsBooked: False), (TicketId: 794, Price: 1215.05, IsBooked: False)]
FlightId: 80, Airline: Singapore Airlines, DepartureLocation: Berlin, ArrivalLocation: Rome, DepartureTime: 2025-03-05 00:37:48.960780, ArrivalTime: 2025-03-05 02:37:48.960780, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 800, Price: 289.07, IsBooked: True), (TicketId: 801, Price: 1082.03, IsBooked: True), (TicketId: 802, Price: 1066.52, IsBooked: False), (TicketId: 803, Price: 537.54, IsBooked: False)]
FlightId: 81, Airline: Turkish Airlines, DepartureLocation: Istanbul, ArrivalLocation: Rome, DepartureTime: 2025-02-25 05:37:48.960803, ArrivalTime: 2025-02-25 13:37:48.960803, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 810, Price: 631.24, IsBooked: True), (TicketId: 811, Price: 1396.54, IsBooked: False)]
FlightId: 82, Airline: Lufthansa, DepartureLocation: Dubai, ArrivalLocation: Rome, DepartureTime: 2025-02-25 23:37:48.960821, ArrivalTime: 2025-02-26 09:37:48.960821, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 820, Price: 1768.91, IsBooked: False), (TicketId: 821, Price: 590.49, IsBooked: True), (TicketId: 822, Price: 1028.24, IsBooked: True), (TicketId: 823, Price: 1110.89, IsBooked: True), (TicketId: 824, Price: 1431.22, IsBooked: False)]
FlightId: 83, Airline: Lufthansa, DepartureLocation: Bangkok, ArrivalLocation: Istanbul, DepartureTime: 2025-03-04 23:37:48.960847, ArrivalTime: 2025-03-05 08:37:48.960847, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 830, Price: 133.39, IsBooked: False), (TicketId: 831, Price: 258.97, IsBooked: True), (TicketId: 832, Price: 1464.88, IsBooked: False), (TicketId: 833, Price: 722.42, IsBooked: False)]
FlightId: 84, Airline: EgyptAir, DepartureLocation: Cairo, ArrivalLocation: Istanbul, DepartureTime: 2025-02-03 19:37:48.960871, ArrivalTime: 2025-02-04 08:37:48.960871, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 840, Price: 1642.77, IsBooked: False), (TicketId: 841, Price: 221.52, IsBooked: False)]
FlightId: 85, Airline: Qatar Airways, DepartureLocation: New York, ArrivalLocation: Dubai, DepartureTime: 2025-02-24 03:37:48.960901, ArrivalTime: 2025-02-24 07:37:48.960901, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 850, Price: 1939.7, IsBooked: True), (TicketId: 851, Price: 875.12, IsBooked: True), (TicketId: 852, Price: 607.6, IsBooked: True), (TicketId: 853, Price: 119.68, IsBooked: True)]
FlightId: 86, Airline: Air France, DepartureLocation: London, ArrivalLocation: Dubai, DepartureTime: 2025-02-13 02:37:48.960935, ArrivalTime: 2025-02-13 12:37:48.960935, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 860, Price: 1419.9, IsBooked: False), (TicketId: 861, Price: 995.18, IsBooked: True), (TicketId: 862, Price: 517.84, IsBooked: False), (TicketId: 863, Price: 440.62, IsBooked: False), (TicketId: 864, Price: 225.37, IsBooked: True)]
FlightId: 87, Airline: Lufthansa, DepartureLocation: Dubai, ArrivalLocation: Tokyo, DepartureTime: 2025-03-01 20:37:48.960971, ArrivalTime: 2025-03-02 09:37:48.960971, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 870, Price: 976.19, IsBooked: True), (TicketId: 871, Price: 1160.6, IsBooked: True), (TicketId: 872, Price: 1110.21, IsBooked: False), (TicketId: 873, Price: 610.89, IsBooked: False)]
FlightId: 88, Airline: Turkish Airlines, DepartureLocation: Cairo, ArrivalLocation: Bangkok, DepartureTime: 2025-02-18 18:37:48.961062, ArrivalTime: 2025-02-19 06:37:48.961062, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 880, Price: 482.58, IsBooked: True), (TicketId: 881, Price: 733.58, IsBooked: True), (TicketId: 882, Price: 1039.14, IsBooked: False)]
FlightId: 89, Airline: Delta, DepartureLocation: Istanbul, ArrivalLocation: Bangkok, DepartureTime: 2025-02-13 22:37:48.961092, ArrivalTime: 2025-02-14 12:37:48.961092, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 890, Price: 1007.98, IsBooked: True), (TicketId: 891, Price: 909.14, IsBooked: True), (TicketId: 892, Price: 458.2, IsBooked: False)]
FlightId: 90, Airline: EgyptAir, DepartureLocation: Paris, ArrivalLocation: Berlin, DepartureTime: 2025-02-11 00:37:48.961113, ArrivalTime: 2025-02-11 06:37:48.961113, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 900, Price: 635.95, IsBooked: False), (TicketId: 901, Price: 373.23, IsBooked: False), (TicketId: 902, Price: 1967.85, IsBooked: False), (TicketId: 903, Price: 1263.0, IsBooked: False)]
FlightId: 91, Airline: EgyptAir, DepartureLocation: Dubai, ArrivalLocation: Berlin, DepartureTime: 2025-02-16 23:37:48.961147, ArrivalTime: 2025-02-17 01:37:48.961147, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 910, Price: 940.99, IsBooked: True), (TicketId: 911, Price: 1067.52, IsBooked: False), (TicketId: 912, Price: 1676.84, IsBooked: False)]
FlightId: 92, Airline: Lufthansa, DepartureLocation: Cairo, ArrivalLocation: Paris, DepartureTime: 2025-02-11 18:37:48.961169, ArrivalTime: 2025-02-11 23:37:48.961169, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 920, Price: 319.11, IsBooked: False), (TicketId: 921, Price: 271.04, IsBooked: False), (TicketId: 922, Price: 1365.64, IsBooked: True), (TicketId: 923, Price: 1360.53, IsBooked: True)]
FlightId: 93, Airline: British Airways, DepartureLocation: London, ArrivalLocation: Rome, DepartureTime: 2025-02-05 00:37:48.961197, ArrivalTime: 2025-02-05 08:37:48.961197, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 930, Price: 130.89, IsBooked: False), (TicketId: 931, Price: 1538.42, IsBooked: False), (TicketId: 932, Price: 169.79, IsBooked: False), (TicketId: 933, Price: 1300.06, IsBooked: True)]
FlightId: 94, Airline: EgyptAir, DepartureLocation: Berlin, ArrivalLocation: Paris, DepartureTime: 2025-03-01 21:37:48.961236, ArrivalTime: 2025-03-02 10:37:48.961236, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 940, Price: 1666.83, IsBooked: True), (TicketId: 941, Price: 109.46, IsBooked: False), (TicketId: 942, Price: 744.02, IsBooked: False), (TicketId: 943, Price: 1016.73, IsBooked: True)]
FlightId: 95, Airline: British Airways, DepartureLocation: Paris, ArrivalLocation: New York, DepartureTime: 2025-02-05 23:37:48.961279, ArrivalTime: 2025-02-06 13:37:48.961279, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 950, Price: 1915.5, IsBooked: False), (TicketId: 951, Price: 1354.96, IsBooked: False), (TicketId: 952, Price: 1468.31, IsBooked: False), (TicketId: 953, Price: 1239.64, IsBooked: True)]
FlightId: 96, Airline: KLM, DepartureLocation: New York, ArrivalLocation: Rome, DepartureTime: 2025-02-21 21:37:48.961303, ArrivalTime: 2025-02-22 04:37:48.961303, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 960, Price: 1127.16, IsBooked: True), (TicketId: 961, Price: 451.51, IsBooked: False)]
FlightId: 97, Airline: British Airways, DepartureLocation: Istanbul, ArrivalLocation: New York, DepartureTime: 2025-02-04 19:37:48.961321, ArrivalTime: 2025-02-05 06:37:48.961321, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 970, Price: 1462.78, IsBooked: False), (TicketId: 971, Price: 192.23, IsBooked: True), (TicketId: 972, Price: 1395.37, IsBooked: False), (TicketId: 973, Price: 103.2, IsBooked: False)]
FlightId: 98, Airline: EgyptAir, DepartureLocation: London, ArrivalLocation: Cairo, DepartureTime: 2025-02-21 18:37:48.961354, ArrivalTime: 2025-02-22 06:37:48.961354, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 980, Price: 1379.76, IsBooked: False), (TicketId: 981, Price: 135.46, IsBooked: True), (TicketId: 982, Price: 157.94, IsBooked: False)]
FlightId: 99, Airline: EgyptAir, DepartureLocation: New York, ArrivalLocation: London, DepartureTime: 2025-03-05 04:37:48.961386, ArrivalTime: 2025-03-05 16:37:48.961386, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 990, Price: 184.8, IsBooked: False), (TicketId: 991, Price: 527.0, IsBooked: False)]
FlightId: 100, Airline: Lufthansa, DepartureLocation: Tokyo, ArrivalLocation: Bangkok, DepartureTime: 2025-02-13 00:37:48.961405, ArrivalTime: 2025-02-13 02:37:48.961405, SeatClass: FirstClass | BusinessClass | Economy | PremiumEconomy, TicketList: [(TicketId: 1000, Price: 610.12, IsBooked: False), (TicketId: 1001, Price: 289.22, IsBooked: False), (TicketId: 1002, Price: 812.38, IsBooked: True), (TicketId: 1003, Price: 385.32, IsBooked: True), (TicketId: 1004, Price: 143.93, IsBooked: False)]
